SK_ID_CURR,CREDIT_TYPE,CREDIT_DAY_OVERDUE,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CNT_CREDIT_PROLONG,DAYS_CREDIT_ENDDATE
337410,Credit card,0,0.0,0.0,0.0,0.0,0,
192293,Consumer credit,0,81729.0,0.0,0.0,0.0,0,-2139.0
192293,Credit card,0,157500.0,0.0,0.0,0.0,0,-1168.0
192293,Consumer credit,0,153420.75,0.0,0.0,0.0,0,-146.0
362804,Consumer credit,0,13500.0,0.0,0.0,0.0,0,-1927.0
362804,Consumer credit,0,142650.0,,,0.0,0,-2003.0
362804,Consumer credit,0,450000.0,0.0,,0.0,0,-1360.0
105062,Consumer credit,0,278091.0,0.0,0.0,0.0,0,-618.0
105062,Consumer credit,0,1318500.0,1114474.5,0.0,0.0,0,1348.0
105062,Credit card,0,18697.5,,,0.0,0,-1826.0
105062,Consumer credit,0,23148.0,,,0.0,0,-1525.0
105062,Consumer credit,0,243189.0,,,0.0,0,-1393.0
105062,Consumer credit,0,95778.0,0.0,0.0,0.0,0,-1821.0
105062,Consumer credit,0,39030.84,0.0,0.0,0.0,0,-1015.0
105062,Credit card,0,135000.0,0.0,0.0,0.0,0,-757.0
105062,Consumer credit,0,57367.26,0.0,0.0,0.0,0,-562.0
451632,Consumer credit,0,135000.0,0.0,0.0,0.0,0,-421.0
185385,Credit card,0,0.0,0.0,0.0,0.0,0,963.0
185385,Consumer credit,0,40500.0,0.0,0.0,0.0,0,-387.0
185385,Consumer credit,0,337500.0,,,0.0,0,87.0
185385,Consumer credit,0,337500.0,37525.5,,0.0,0,87.0
317676,Consumer credit,0,900000.0,0.0,0.0,0.0,0,-44.0
317676,Consumer credit,0,135000.0,81283.5,0.0,0.0,0,842.0
317676,Credit card,0,183145.5,,,0.0,0,-1527.0
317676,Credit card,0,142312.5,,,0.0,0,-2300.0
317676,Consumer credit,0,183145.5,,,0.0,0,-1435.0
317676,Credit card,0,77400.0,0.0,,0.0,0,-603.0
317676,Credit card,0,48600.0,0.0,,0.0,0,-193.0
317676,Credit card,0,48600.0,427432.5,,0.0,0,30954.0
317676,Consumer credit,0,225000.0,133713.0,,0.0,0,567.0
317676,Consumer credit,0,450000.0,41989.5,,0.0,0,133.0
317676,Consumer credit,0,28269.0,0.0,0.0,0.0,0,-130.0
317676,Consumer credit,0,473684.22,329280.795,0.0,0.0,0,1123.0
317676,Consumer credit,0,26461.8,0.0,0.0,0.0,0,-2583.0
305572,Credit card,0,337500.0,302917.5,34580.79,0.0,0,
305572,Consumer credit,0,191250.0,0.0,0.0,0.0,0,-44.0
305572,Consumer credit,0,69651.0,0.0,0.0,0.0,0,-667.0
160000,Credit card,0,438750.0,0.0,,0.0,0,-400.0
294604,Consumer credit,0,104274.0,0.0,,0.0,0,-2213.0
294604,Consumer credit,0,284535.0,0.0,,0.0,0,-513.0
294604,Consumer credit,0,579625.335,119997.0,0.0,0.0,0,138.0
294604,Consumer credit,0,230355.0,0.0,0.0,0.0,0,-753.0
294604,Consumer credit,0,225000.0,0.0,0.0,0.0,0,-1370.0
339643,Consumer credit,0,135000.0,0.0,,0.0,0,-45.0
265438,Credit card,0,225000.0,0.0,0.0,0.0,0,-495.0
265438,Consumer credit,0,643500.0,519219.0,0.0,0.0,0,1325.0
265438,Consumer credit,0,1125000.0,683685.0,0.0,0.0,0,850.0
265438,Credit card,0,472500.0,398389.5,,0.0,0,
260485,Consumer credit,0,106110.0,0.0,0.0,0.0,0,-2046.0
260485,Credit card,0,196200.0,0.0,0.0,0.0,0,30990.0
260485,Consumer credit,0,1575000.0,0.0,0.0,0.0,0,-1066.0
260485,Consumer credit,0,57262.5,0.0,0.0,0.0,0,-1311.0
260485,Consumer credit,0,2700000.0,0.0,0.0,0.0,0,170.0
260485,Consumer credit,0,2250000.0,1096083.0,0.0,0.0,0,831.0
260485,Consumer credit,0,57262.5,0.0,,0.0,0,-1311.0
260485,Consumer credit,0,106110.0,0.0,,0.0,0,-2046.0
260485,Consumer credit,0,78745.5,,,0.0,0,-1203.0
260485,Consumer credit,0,900000.0,0.0,0.0,0.0,0,1387.0
229035,Credit card,0,67500.0,0.0,0.0,0.0,0,887.0
229035,Consumer credit,0,477000.0,0.0,0.0,0.0,0,341.0
110041,Consumer credit,0,50497.92,0.0,,0.0,0,-233.0
110041,Mortgage,0,7200000.0,5850891.0,0.0,0.0,0,2457.0
110041,Credit card,0,247500.0,220171.5,0.0,0.0,0,917.0
110041,Consumer credit,0,205265.025,0.0,0.0,0.0,0,-464.0
110041,Credit card,0,123705.0,76252.5,47450.52,0.0,0,
362999,Credit card,0,67500.0,0.0,67500.0,0.0,0,30989.0
362999,Consumer credit,0,148365.0,85617.0,,0.0,0,-594.0
362999,Consumer credit,0,90315.0,0.0,0.0,0.0,0,-801.0
362999,Consumer credit,0,47587.5,0.0,0.0,0.0,0,-1347.0
362999,Consumer credit,0,695875.5,277294.5,0.0,0.0,0,403.0
362999,Consumer credit,0,81000.0,0.0,,0.0,0,-1485.0
362999,Consumer credit,0,148500.0,0.0,,0.0,0,-1240.0
362999,Consumer credit,0,148500.0,0.0,0.0,0.0,0,-1029.0
362999,Consumer credit,0,148500.0,0.0,0.0,0.0,0,-846.0
362999,Consumer credit,0,81000.0,0.0,0.0,0.0,0,-829.0
362999,Credit card,0,0.0,0.0,0.0,0.0,0,-821.0
362999,Consumer credit,0,135000.0,0.0,0.0,0.0,0,-509.0
362999,Credit card,0,87750.0,0.0,87750.0,0.0,0,
362999,Consumer credit,0,202500.0,0.0,0.0,0.0,0,-172.0
362999,Consumer credit,0,1785757.5,1685038.5,0.0,0.0,0,2222.0
395813,Consumer credit,0,45000.0,0.0,,0.0,0,-2435.0
395813,Consumer credit,0,20232.0,,,0.0,0,-1641.0
395813,Consumer credit,0,30960.0,0.0,,0.0,0,-1396.0
395813,Consumer credit,0,151344.0,,,0.0,0,-1107.0
395813,Consumer credit,0,71415.0,0.0,,0.0,0,-2149.0
395813,Consumer credit,0,72022.5,0.0,,0.0,0,-1551.0
395813,Credit card,0,90000.0,,,0.0,0,
395813,Consumer credit,0,146583.0,,,0.0,0,159.0
395813,Consumer credit,0,71929.71,,,0.0,0,-2464.0
395813,Credit card,0,45000.0,0.0,0.0,0.0,0,614.0
395813,Consumer credit,0,265643.46,0.0,0.0,0.0,0,-34.0
395813,Consumer credit,0,328682.25,328682.25,0.0,0.0,0,515.0
395813,Credit card,0,0.45,0.0,0.45,0.0,0,5445.0
129085,Consumer credit,0,292500.0,0.0,0.0,0.0,0,-752.0
129085,Credit card,0,236250.0,0.0,,0.0,0,-473.0
129085,Credit card,0,450000.0,,,0.0,0,
129085,Consumer credit,0,80342.64,0.0,0.0,0.0,0,-628.0
129085,Consumer credit,0,85076.955,0.0,0.0,0.0,0,-658.0
129085,Credit card,0,236250.0,29902.5,206346.285,0.0,0,
157875,Consumer credit,0,112500.0,0.0,0.0,0.0,0,-1014.0
157875,Consumer credit,0,225000.0,0.0,,0.0,0,-1137.0
157875,Consumer credit,0,112500.0,,,0.0,0,-683.0
157875,Consumer credit,0,450000.0,0.0,,0.0,0,
157875,Consumer credit,0,81580.185,0.0,0.0,0.0,0,-489.0
157875,Consumer credit,0,1436170.5,1370755.44,0.0,0.0,0,1720.0
248110,Consumer credit,0,285750.0,68715.0,0.0,0.0,0,-293.0
342044,Consumer credit,0,54418.5,47344.5,,0.0,0,283.0
160579,Consumer credit,0,46680.39,0.0,0.0,0.0,0,-2247.0
160579,Consumer credit,0,68531.76,0.0,0.0,0.0,0,-2166.0
160579,Credit card,0,67500.0,0.0,0.0,0.0,0,-1287.0
160579,Consumer credit,0,113139.0,0.0,0.0,0.0,0,-1373.0
160579,Consumer credit,0,126000.0,0.0,0.0,0.0,0,-1289.0
160579,Credit card,0,0.0,0.0,,0.0,0,-400.0
160579,Consumer credit,0,1624500.0,0.0,,0.0,0,472.0
160579,Consumer credit,0,113139.0,0.0,0.0,0.0,0,-1373.0
160579,Credit card,0,450000.0,0.0,0.0,0.0,0,
160579,Credit card,0,13500.0,0.0,0.0,0.0,0,-202.0
160579,Consumer credit,0,2254500.0,1922986.89,0.0,0.0,0,1395.0
160579,Credit card,0,351000.0,305491.5,19117.575,0.0,0,
286216,Consumer credit,0,50086.53,0.0,0.0,0.0,0,-2358.0
286216,Credit card,0,225000.0,0.0,0.0,0.0,0,-1539.0
286216,Consumer credit,0,39814.65,0.0,0.0,0.0,0,-2065.0
286216,Consumer credit,0,675000.0,0.0,0.0,0.0,0,1377.0
286216,Credit card,0,360000.0,0.0,0.0,0.0,0,806.0
144661,Consumer credit,0,146519.55,0.0,0.0,0.0,0,-1079.0
144661,Consumer credit,0,94159.8,0.0,0.0,0.0,0,-304.0
144661,Consumer credit,0,153000.0,0.0,0.0,0.0,0,-1770.0
144661,Consumer credit,0,75960.0,0.0,0.0,0.0,0,-882.0
144661,Consumer credit,0,107550.0,0.0,0.0,0.0,0,-860.0
144661,Consumer credit,0,48285.0,0.0,0.0,0.0,0,-780.0
144661,Consumer credit,0,114075.0,0.0,0.0,0.0,0,-1149.0
144661,Consumer credit,0,65745.0,,,0.0,0,-2325.0
144661,Consumer credit,0,97875.0,0.0,,0.0,0,-1466.0
144661,Consumer credit,0,130995.0,,,0.0,0,-1987.0
144661,Consumer credit,0,91143.0,,,0.0,0,-1463.0
144661,Consumer credit,0,153000.0,,,0.0,0,-1770.0
144661,Consumer credit,0,105259.5,,,0.0,0,-2050.0
144661,Consumer credit,0,107550.0,,,0.0,0,-860.0
144661,Consumer credit,0,75663.0,,,0.0,0,-60.0
144661,Consumer credit,0,149760.0,0.0,0.0,0.0,0,-584.0
337479,Consumer credit,0,17910.0,0.0,0.0,0.0,0,-2375.0
256691,Consumer credit,0,99000.0,0.0,0.0,0.0,0,-1134.0
256691,Consumer credit,0,38947.5,0.0,0.0,0.0,0,-1501.0
256691,Credit card,0,0.0,0.0,0.0,0.0,0,-1233.0
256691,Credit card,0,5625.0,0.0,0.0,0.0,0,-35.0
256691,Credit card,0,225000.0,177039.0,0.0,0.0,0,-1614.0
256691,Consumer credit,0,300096.0,0.0,,0.0,0,-1160.0
256691,Consumer credit,0,38947.5,0.0,,0.0,0,-1501.0
256691,Consumer credit,0,45900.0,,,0.0,0,-1237.0
256691,Consumer credit,0,45000.0,,,0.0,0,-971.0
256691,Consumer credit,0,217386.0,0.0,,0.0,0,-766.0
256691,Consumer credit,0,360000.0,,,0.0,0,-315.0
256691,Consumer credit,0,19233.0,,,0.0,0,-2329.0
256691,Credit card,0,225000.0,0.0,0.0,0.0,1,-1614.0
256691,Consumer credit,0,450000.0,414382.185,0.0,0.0,0,325.0
431133,Consumer credit,0,126932.4,0.0,,0.0,0,-737.0
300997,Consumer credit,0,38029.5,0.0,0.0,0.0,0,-859.0
300997,Credit card,0,0.0,0.0,,0.0,0,30970.0
300997,Consumer credit,0,90000.0,0.0,0.0,0.0,0,-406.0
296367,Consumer credit,0,225000.0,,,0.0,0,-1351.0
296367,Consumer credit,0,225000.0,236713.5,,0.0,0,
130178,Consumer credit,0,23805.0,0.0,0.0,0.0,0,-409.0
440731,Consumer credit,0,1414800.0,,,0.0,0,61.0
440731,Credit card,0,90000.0,,,0.0,0,
440731,Credit card,0,1125000.0,1124761.5,235.98,0.0,0,
440731,Consumer credit,0,1217700.0,1081228.5,0.0,0.0,0,1421.0
272315,Credit card,0,0.0,0.0,0.0,0.0,0,-724.0
272315,Consumer credit,0,90589.5,0.0,0.0,0.0,0,-1341.0
272315,Credit card,0,445635.0,0.0,,0.0,0,-678.0
272315,Consumer credit,0,450000.0,0.0,0.0,0.0,0,896.0
122876,Consumer credit,0,66441.15,0.0,0.0,0.0,0,-1335.0
122876,Car loan,0,1780618.5,0.0,,0.0,0,1070.0
242141,Credit card,0,0.0,0.0,0.0,0.0,0,662.0
242141,Credit card,0,135000.0,125046.0,9954.0,0.0,0,844.0
242141,Credit card,0,666000.0,664545.96,1454.04,0.0,0,1300.0
242141,Consumer credit,0,57451.5,0.0,,0.0,0,-2364.0
242141,Consumer credit,0,1350000.0,0.0,,0.0,0,76.0
242141,Consumer credit,0,1290432.78,0.0,,0.0,0,386.0
242141,Consumer credit,0,643500.0,0.0,,0.0,0,-1876.0
242141,Consumer credit,0,34128.0,0.0,0.0,0.0,0,-2498.0
242141,Consumer credit,0,1305000.0,0.0,0.0,0.0,0,-1022.0
242141,Consumer credit,0,34128.0,0.0,,0.0,0,-2498.0
242141,Credit card,0,68400.0,0.0,,0.0,0,-1491.0
242141,Credit card,0,0.0,0.0,0.0,0.0,0,
242141,Consumer credit,0,976140.0,,,0.0,0,67.0
342559,Consumer credit,0,148500.0,0.0,0.0,0.0,0,123.0
342559,Consumer credit,0,49455.0,14674.5,0.0,0.0,0,71.0
342559,Car loan,0,1642500.0,1589078.34,0.0,0.0,0,1662.0
390996,Credit card,0,137250.0,0.0,0.0,0.0,0,
390996,Consumer credit,0,111541.5,28777.5,0.0,0.0,0,56.0
284815,Credit card,0,310500.0,0.0,0.0,0.0,0,802.0
284815,Consumer credit,0,135000.0,0.0,0.0,0.0,0,-646.0
284815,Consumer credit,0,819000.0,763101.0,0.0,0.0,0,1570.0
284815,Consumer credit,0,1566000.0,1265467.5,0.0,0.0,0,1284.0
284815,Consumer credit,0,675000.0,,,0.0,0,1309.0
284815,Consumer credit,0,540000.0,,,0.0,0,337.0
416649,Consumer credit,0,296707.5,270103.5,0.0,0.0,0,1533.0
416649,Consumer credit,0,10332.0,,,0.0,0,-371.0
416649,Consumer credit,0,964629.0,888871.5,,0.0,0,
281156,Consumer credit,0,270000.0,0.0,0.0,0.0,0,-1498.0
281156,Consumer credit,0,64840.5,0.0,0.0,0.0,0,-771.0
281156,Credit card,0,90000.0,0.0,,0.0,0,-1359.0
281156,Credit card,0,13500.0,0.0,,0.0,0,
281156,Consumer credit,0,1440000.0,,,0.0,0,1392.0
281156,Credit card,0,103500.0,,,0.0,0,10573.0
281156,Credit card,0,630000.0,336307.5,293688.855,0.0,0,
329620,Credit card,0,0.0,0.0,0.0,0.0,0,821.0
329620,Consumer credit,0,7450200.0,7421400.0,,0.0,0,1778.0
332331,Consumer credit,0,110127.6,0.0,0.0,0.0,0,-1931.0
332331,Consumer credit,0,76500.0,19161.0,0.0,0.0,0,49.0
332331,Credit card,0,216000.0,47029.5,0.0,0.0,0,821.0
332331,Consumer credit,0,315000.0,82710.0,0.0,0.0,0,42.0
332331,Consumer credit,0,248760.0,208651.5,0.0,0.0,0,526.0
332331,Credit card,0,67500.0,,,0.0,0,-1340.0
332331,Consumer credit,0,97200.0,,,0.0,0,-1221.0
332331,Consumer credit,0,135000.0,0.0,0.0,0.0,0,-390.0
183900,Consumer credit,0,225000.0,0.0,0.0,0.0,0,-1978.0
183900,Consumer credit,0,360000.0,0.0,0.0,0.0,0,-321.0
183900,Credit card,0,324000.0,310554.0,0.0,0.0,0,-64.0
183900,Consumer credit,0,30285.0,21474.0,0.0,0.0,0,207.0
396976,Credit card,0,778500.0,686182.5,0.0,0.0,0,668.0
396976,Car loan,0,2695500.0,,,0.0,0,715.0
396976,Consumer credit,0,630000.0,0.0,0.0,0.0,0,-466.0
147002,Consumer credit,0,85365.0,0.0,0.0,0.0,0,28.0
147002,Consumer credit,0,625500.0,502636.5,0.0,0.0,0,1215.0
147002,Consumer credit,0,1710000.0,1414768.5,0.0,0.0,0,1341.0
147002,Consumer credit,0,62568.0,0.0,,0.0,0,-231.0
147002,Consumer credit,0,225000.0,40126.5,0.0,0.0,0,267.0
147002,Consumer credit,0,770292.0,626878.98,0.0,0.0,0,494.0
147002,Consumer credit,0,59302.26,45576.0,0.0,0.0,0,155.0
147002,Consumer credit,0,46773.0,43420.5,0.0,0.0,0,298.0
448575,Consumer credit,0,180000.0,0.0,0.0,0.0,0,-1668.0
448575,Consumer credit,0,77805.0,0.0,0.0,0.0,0,-725.0
448575,Consumer credit,0,270000.0,233149.5,0.0,0.0,0,1033.0
448575,Consumer credit,0,49531.5,0.0,0.0,0.0,0,-2489.0
448575,Consumer credit,0,137912.76,0.0,0.0,0.0,0,-263.0
448575,Consumer credit,0,459183.69,346210.92,0.0,0.0,0,752.0
175751,Credit card,0,18000.0,11871.0,0.0,0.0,0,827.0
175751,Consumer credit,0,116550.0,16569.0,0.0,0.0,0,-223.0
175751,Credit card,0,225000.0,191115.0,0.0,0.0,0,209.0
269882,Consumer credit,0,1948500.0,1492416.0,0.0,0.0,0,1326.0
255327,Consumer credit,0,101574.0,0.0,0.0,0.0,0,-417.0
255327,Consumer credit,0,134775.0,0.0,0.0,0.0,0,-861.0
177527,Consumer credit,0,292500.0,292500.0,0.0,0.0,0,1770.0
177527,Credit card,0,382500.0,328873.5,0.0,0.0,0,947.0
177527,Credit card,0,324000.0,328941.0,0.0,0.0,0,-186.0
177527,Consumer credit,0,783000.0,522144.0,0.0,0.0,0,970.0
177527,Mortgage,0,7650000.0,7539619.5,0.0,0.0,0,6741.0
275623,Credit card,0,0.0,-252.855,252.855,0.0,0,1185.0
275623,Consumer credit,0,135000.0,0.0,0.0,0.0,0,-878.0
275623,Consumer credit,0,337500.0,13365.0,0.0,0.0,0,616.0
275623,Consumer credit,0,175257.765,0.0,0.0,0.0,0,-95.0
275623,Consumer credit,0,45000.0,0.0,0.0,0.0,0,-2445.0
275623,Credit card,0,90000.0,,,0.0,0,-1780.0
275623,Consumer credit,0,42133.5,0.0,0.0,0.0,1,-141.0
275623,Consumer credit,0,265725.0,,,0.0,0,-1423.0
165524,Consumer credit,0,230773.5,0.0,0.0,0.0,0,-322.0
165524,Consumer credit,0,107955.0,0.0,0.0,0.0,0,-777.0
165524,Consumer credit,0,214479.0,0.0,,0.0,0,-389.0
165524,Consumer credit,0,64966.5,,,0.0,0,-704.0
165524,Consumer credit,0,48415.5,0.0,0.0,0.0,0,-736.0
165524,Consumer credit,0,89955.0,0.0,0.0,0.0,0,-24.0
165524,Consumer credit,0,75662.91,16519.995,0.0,0.0,0,45.0
165524,Credit card,0,150750.0,55917.0,94830.885,0.0,0,
165524,Consumer credit,0,60795.0,46327.5,0.0,0.0,0,326.0
303237,Credit card,0,0.0,0.0,0.0,0.0,0,
303237,Credit card,0,360000.0,0.0,,0.0,0,
303237,Consumer credit,0,250132.5,0.0,,0.0,0,-1310.0
303237,Consumer credit,0,450000.0,,,0.0,0,-1824.0
303237,Consumer credit,0,675000.0,,,0.0,0,-1487.0
303237,Consumer credit,0,266485.5,0.0,0.0,0.0,0,-1845.0
